,SalePrice,SqFtTotLiving,ZipCode
10147,517950,2380.0,98058
10149,619500,3140.0,98058
10150,579000,3140.0,98058
10152,450000,1050.0,98019
10153,485000,1090.0,98019
10154,2105000,3610.0,98040
10159,500000,2420.0,98092
10160,469900,2430.0,98092
10161,435500,2040.0,98092
10166,445000,2040.0,98092
10167,490000,2430.0,98092
10172,2100000,6000.0,98006
10174,575000,1050.0,98122
10181,740003,1510.0,98034
10190,450000,1280.0,98022
10194,550000,2770.0,98022
10195,449950,2000.0,98022
10203,1000000,5970.0,98001
10204,500000,1650.0,98092
10210,220000,760.0,98010
10216,358507,1830.0,98010
10218,400000,1460.0,98010
10239,522000,1680.0,98070
10242,825000,2490.0,98070
10243,785000,3007.0,98070
10249,825000,1938.0,98070
10254,399950,710.0,98042
10262,475000,2200.0,98042
10263,610000,2440.0,98042
10265,475000,1400.0,98042
10267,690000,2520.0,98042
10270,1145000,4950.0,98042
10272,1685000,7480.0,98042
10278,745000,2850.0,98038
10279,1450000,4780.0,98038
10280,1575000,4870.0,98038
10281,1430000,4390.0,98038
10282,1000000,1750.0,98122
10285,904000,992.0,98122
10287,1400000,2720.0,98122
10298,719900,2210.0,98045
10300,570000,2730.0,98022
10303,317000,1050.0,98188
10305,355000,1630.0,98178
10308,875000,3510.0,98059
10310,505000,1520.0,98059
10311,620000,2470.0,98059
10312,1050000,2520.0,98027
10313,625000,2920.0,98027
10314,750000,2560.0,98027
10319,775000,2620.0,98027
10323,625000,1660.0,98027
10338,685000,1400.0,98045
10339,350000,1300.0,98058
10341,340000,1170.0,98058
10342,400000,1580.0,98058
10343,380000,1080.0,98058
10344,360000,1370.0,98058
10351,390000,1150.0,98058
10355,354950,1140.0,98058
10358,373000,1080.0,98058
10362,385000,1250.0,98058
10363,365000,1310.0,98058
10364,414900,1200.0,98058
10367,446000,1900.0,98058
10368,375000,1230.0,98058
10370,393000,1150.0,98058
10374,430000,1360.0,98058
10375,413000,1470.0,98058
10376,414500,1890.0,98058
10377,392500,1040.0,98058
10380,365000,1390.0,98058
10382,379950,1380.0,98058
10383,460000,1850.0,98058
10385,432100,1360.0,98058
10387,465000,1290.0,98058
10388,415000,1360.0,98058
10389,525000,2216.0,98058
10390,407000,1290.0,98058
10394,1355000,3230.0,98006
10402,785000,2520.0,98024
10412,354000,1390.0,98092
10413,215000,1390.0,98092
10417,1165000,3930.0,98072
10418,1650000,4510.0,98072
10438,3520000,5580.0,98004
10440,5100000,5420.0,98004
10447,1020000,2150.0,98052
10448,899000,2220.0,98052
10460,839000,2900.0,98053
10475,922000,2390.0,98074
10480,1201000,3680.0,98072
10496,725000,1610.0,98053
10497,958000,3030.0,98053
10498,958000,820.0,98053
10499,556120,1120.0,98053
10509,447000,1350.0,98166
10510,540000,2240.0,98166
10512,450000,980.0,98166
10513,529000,1700.0,98166
10517,385500,1010.0,98058
10519,420000,1980.0,98058
10525,449950,2020.0,98058
10527,416000,1710.0,98058
10529,547500,2530.0,98058
10530,429500,1170.0,98058
10531,390000,1220.0,98058
10536,369000,1010.0,98058
10537,385000,950.0,98058
10547,380000,1170.0,98058
10556,394750,1600.0,98058
10558,485000,1590.0,98058
10560,408000,1152.0,98058
10561,280000,1320.0,98058
10565,370000,980.0,98058
10567,393000,1250.0,98058
10568,365000,1250.0,98058
10571,400000,1390.0,98058
10574,293000,860.0,98058
10577,424000,1210.0,98058
10582,426000,2020.0,98058
10586,341500,1310.0,98058
10591,317000,1250.0,98058
10593,387000,1510.0,98058
10616,1400000,3810.0,98074
10618,935000,2070.0,98052
10621,600000,1700.0,98059
10625,635000,1340.0,98034
10629,644000,1980.0,98034
10630,1108950,3950.0,98034
10641,1165000,2290.0,98040
10643,385000,1370.0,98032
10649,1179000,3700.0,98075
10662,549000,1730.0,98133
10663,509500,1500.0,98133
10674,624950,2330.0,98038
10676,600000,2660.0,98038
10681,617500,2110.0,98038
10682,630000,2640.0,98038
10683,592950,2610.0,98038
10685,330500,1350.0,98038
10686,270000,1480.0,98038
10687,1030000,2600.0,98052
10725,861175,3250.0,98045
10726,725000,2580.0,98033
10727,535000,2300.0,98022
10729,469950,920.0,98118
10731,379500,720.0,98118
10732,499500,1940.0,98118
10733,542500,2010.0,98118
10734,550000,3220.0,98118
10736,649000,2300.0,98019
10739,445000,2260.0,98003
10741,410000,2380.0,98003
10743,455000,1160.0,98155
10744,434000,1160.0,98133
10745,469999,1160.0,98133
10746,1525000,3610.0,98005
10747,767000,1510.0,98034
10748,735000,1330.0,98034
10749,735000,1330.0,98034
10752,803000,2700.0,98034
10754,371000,1560.0,98198
10757,385000,1480.0,98168
10762,430000,1160.0,98168
10764,270000,870.0,98168
10765,290000,720.0,98168
10766,410000,1280.0,98168
10767,345000,1050.0,98168
10768,477500,1870.0,98168
10771,365000,760.0,98168
10772,360000,1050.0,98168
10775,499800,2260.0,98168
10777,385000,1260.0,98168
10779,317000,400.0,98168
10780,317000,690.0,98168
10782,362500,1760.0,98168
10785,290000,1080.0,98168
10790,280000,2000.0,98168
10793,356500,1050.0,98168
10794,305000,2860.0,98168
10795,425000,2860.0,98168
10797,424000,1140.0,98168
10798,315000,900.0,98168
10800,247500,480.0,98168
10802,384000,1190.0,98168
10803,390000,1080.0,98168
10805,529995,2570.0,98168
10810,336000,590.0,98168
10813,402000,1400.0,98168
10815,523000,2260.0,98168
10816,330000,1000.0,98168
10819,395000,580.0,98168
10820,395000,1350.0,98168
10821,320000,1200.0,98168
10826,390000,1270.0,98168
10828,400000,1200.0,98168
10830,380000,2420.0,98168
10831,607000,1480.0,98168
10837,576400,2320.0,98168
10839,610000,3660.0,98045
10865,799900,2880.0,98045
10873,345000,1160.0,98002
10874,345000,1870.0,98002
10875,335000,990.0,98002
10877,293500,1300.0,98002
10878,335000,1820.0,98002
10880,330000,1100.0,98002
10890,510000,1320.0,98125
10893,588000,1140.0,98125
10894,735000,1660.0,98125
10895,735000,250.0,98125
10903,525000,1450.0,98125
10906,419000,1220.0,98125
10908,569000,1680.0,98125
10910,690000,1910.0,98125
10915,570000,1780.0,98125
10916,435000,850.0,98125
10919,590000,1500.0,98125
10921,725000,3050.0,98125
10922,675000,2150.0,98125
10923,800000,2780.0,98125
10931,1738450,3160.0,98125
10944,901000,2310.0,98125
10947,640000,1690.0,98125
10954,1150000,2690.0,98125
10959,400000,1740.0,98059
10960,515000,1690.0,98059
10963,603000,1590.0,98059
10976,630000,1620.0,98011
11006,440000,1100.0,98059
11010,910000,3370.0,98038
11014,370000,1820.0,98042
11015,740000,2080.0,98038
11016,740000,2080.0,98038
11017,740000,3060.0,98038
11020,539300,1810.0,98045
11022,478500,1770.0,98045
11024,440500,1250.0,98045
11025,477800,1080.0,98045
11027,505000,1130.0,98045
11029,498250,1670.0,98059
11038,599000,2560.0,98059
11039,495000,1810.0,98059
11063,1353000,2680.0,98033
11064,918500,1950.0,98033
11065,996000,1910.0,98033
11067,619000,2190.0,98019
11069,673500,2460.0,98019
11071,649950,2440.0,98019
11072,600000,2150.0,98019
11073,610000,2270.0,98052
11096,970000,2460.0,98074
11099,505000,1370.0,98113
11130,825000,1510.0,98116
11131,965000,1490.0,98116
11135,249000,960.0,98001
11138,1100000,1770.0,98040
11142,890000,2620.0,98116
11143,875000,2700.0,98116
11145,860000,2170.0,98052
11146,650000,1120.0,98052
11167,875000,2160.0,98144
11206,736750,1440.0,98144
11211,615000,1190.0,98144
11218,750000,1320.0,98144
11223,915000,2250.0,98144
11226,875000,810.0,98144
11229,987000,1970.0,98144
11233,610000,850.0,98116
11235,395000,1260.0,98003
11238,385000,1360.0,98003
11241,270000,1710.0,98003
11247,562000,3520.0,98023
11248,484000,2090.0,98023
11249,425000,1980.0,98023
11253,350000,1970.0,98023
11254,450000,1980.0,98023
11255,418500,2320.0,98023
11256,522950,3600.0,98023
11272,850000,2260.0,98052
11273,850000,2260.0,98052
11274,905000,2270.0,98052
11275,761000,1750.0,98052
11276,840000,1800.0,98052
11277,849950,1780.0,98052
11296,420000,1790.0,98030
11300,1300000,3370.0,98115
11301,1120000,2530.0,98115
11302,535000,720.0,98115
11303,650000,2680.0,98028
11313,500000,2430.0,98042
11319,500000,2610.0,98042
11323,475000,2530.0,98042
11328,900000,1300.0,98103
11329,1125000,2460.0,98103
11330,700000,2490.0,98019
11331,531000,1770.0,98019
11332,540000,1900.0,98019
11333,279000,1270.0,98022
11335,655000,2700.0,98022
11337,425000,1900.0,98022
11341,900000,2350.0,98105
11342,661000,1510.0,98105
11361,390000,1680.0,98001
11362,747500,4370.0,98001
11368,638000,2260.0,98010
11374,1070000,2220.0,98070
11386,364000,2600.0,98198
11389,200000,1780.0,98032
11399,581000,2190.0,98042
11402,630000,2080.0,98042
11403,710000,3740.0,98042
11412,478800,910.0,98038
11413,500000,1750.0,98038
11415,282000,1300.0,98038
11427,403000,1140.0,98168
11431,290000,600.0,98168
11432,290000,1170.0,98168
11433,374000,1250.0,98168
11436,175000,840.0,98168
11439,510000,2990.0,98168
11451,470000,1830.0,98059
11452,814800,3720.0,98059
11453,770000,3300.0,98059
11456,1440000,4120.0,98027
11457,727000,1880.0,98027
11458,655000,1640.0,98027
11479,975000,2590.0,98045
11484,265000,1600.0,98045
11486,1500000,1900.0,98045
11491,949950,4260.0,98045
11496,450000,1200.0,98144
11498,690000,1040.0,98144
11508,448000,840.0,98155
11510,2200000,2970.0,98006
11513,852000,1740.0,98006
11515,4000000,9430.0,98006
11526,350000,810.0,98024
11530,634000,1930.0,98024
11537,600000,1760.0,98011
11538,720000,2150.0,98011
11539,765000,2200.0,98011
11540,1750000,2720.0,98199
11541,1295000,2360.0,98199
11547,1655000,2850.0,98005
11549,2245800,6060.0,98005
11550,1515000,3640.0,98005
11552,1995000,4670.0,98005
11553,1500000,3990.0,98005
11555,2300000,4760.0,98005
11560,675000,2810.0,98053
11564,1050000,4720.0,98053
11592,360000,790.0,98077
11593,1200000,3570.0,98077
11594,690000,1460.0,98077
11600,740000,2190.0,98019
11605,540250,1080.0,98177
11617,760000,2540.0,98072
11620,750000,2030.0,98103
11622,600000,1390.0,98103
11624,520000,1090.0,98103
11625,705000,1140.0,98103
11635,524000,1630.0,98072
11636,640000,2200.0,98072
11638,720000,2030.0,98072
11639,765000,2290.0,98072
11642,1125000,3130.0,98010
11643,757000,2040.0,98103
11644,486000,1230.0,98070
11688,752000,1760.0,98052
11702,540000,2040.0,98038
11703,410000,1950.0,98038
11704,425000,2040.0,98038
11705,369000,1260.0,98038
11707,415000,1740.0,98038
11710,405000,1470.0,98038
11712,410000,1590.0,98038
11713,419000,1810.0,98038
11715,420000,1830.0,98038
11718,429900,1770.0,98038
11723,335000,1060.0,98038
11725,405500,1670.0,98038
11727,450000,1730.0,98038
11732,365000,1490.0,98038
11740,385000,1570.0,98038
11741,390000,1460.0,98038
11742,308000,870.0,98038
11746,420000,1470.0,98038
11747,379500,1780.0,98038
11748,398950,1460.0,98038
11749,430000,1460.0,98038
11753,450000,1950.0,98038
11755,375000,1390.0,98038
11756,420000,2170.0,98038
11758,379000,1580.0,98038
11761,369000,1350.0,98038
11762,438265,1880.0,98038
11766,375000,1530.0,98038
11770,439950,2130.0,98038
11776,299625,2190.0,98005
11780,455000,1880.0,98001
11784,417000,1206.0,98001
11789,699999,2620.0,98019
11790,1050000,3090.0,98019
11793,1210000,3500.0,98019
11794,880000,3670.0,98019
11795,1200000,4800.0,98019
11799,502000,1280.0,98019
11800,480000,1540.0,98019
11801,570000,1890.0,98019
11806,1750000,2360.0,98004
11807,4750000,5170.0,98004
11808,2215000,1940.0,98004
11810,590000,1770.0,98011
11813,715000,2990.0,98011
11814,685000,1620.0,98011
11815,675000,2760.0,98019
11819,295000,2400.0,98030
11822,483500,2930.0,98030
11823,495000,3410.0,98030
11824,149500,1930.0,98033
11832,443000,1860.0,98032
11833,430000,2430.0,98032
11834,365000,1290.0,98032
11836,389500,1933.0,98001
11837,370000,1937.0,98001
11840,1295000,2790.0,98122
11842,860000,1779.0,98122
11846,922000,1380.0,98122
11848,398000,1320.0,98031
11850,380000,1380.0,98031
11852,650000,1880.0,98019
11861,409999,2350.0,98030
11864,742500,1350.0,98125
11866,395000,870.0,98125
11867,720000,1990.0,98125
11868,525000,800.0,98125
11869,470000,2430.0,98038
11871,485000,2560.0,98038
11872,785700,1410.0,98007
11874,818000,2060.0,98007
11879,549950,1750.0,98059
11880,635000,2080.0,98059
11882,721000,2340.0,98038
11884,1035000,4180.0,98038
11885,975000,3630.0,98038
11890,755000,3180.0,98038
11905,500000,2180.0,98168
11907,520000,2470.0,98031
11908,520000,2480.0,98031
11910,570000,2590.0,98031
11912,539000,2590.0,98031
11913,579500,2820.0,98031
11914,588800,2560.0,98031
11930,957000,2460.0,98007
11933,890000,2410.0,98007
11937,950000,2610.0,98007
11939,971000,2270.0,98007
11948,1900000,1890.0,98116
11952,880000,1860.0,98116
11953,995200,1970.0,98116
11954,931300,2400.0,98116
11957,1306000,2570.0,98116
11958,1460000,2230.0,98116
11959,1750000,3370.0,98116
11960,895000,1940.0,98116
11962,1070000,3170.0,98059
11963,420000,1200.0,98146
11969,510000,2440.0,98188
11970,400000,1800.0,98022
11971,370000,1800.0,98022
11972,420000,1740.0,98038
11974,546000,3490.0,98038
11975,528000,3180.0,98038
11976,555000,3050.0,98038
11977,600000,3030.0,98055
11980,625000,1240.0,98115
11985,652000,1880.0,98115
11986,655000,1430.0,98115
11988,639000,1380.0,98115
11991,315000,1310.0,98155
11994,376500,1060.0,98155
11995,340000,1060.0,98155
12003,2600000,3440.0,98155
12005,881000,1790.0,98040
12022,475000,2370.0,98003
12024,689000,1220.0,98117
12025,700000,1010.0,98117
12026,700000,300.0,98117
12029,300000,1480.0,98106
12035,599950,2680.0,98146
12041,550950,1710.0,98146
12044,399000,1110.0,98146
12046,2370000,3330.0,98004
12057,860000,2400.0,98074
12062,366600,1970.0,98092
12063,425000,1970.0,98092
12065,389950,1700.0,98092
12081,610000,2380.0,98144
12084,405000,2600.0,98030
12086,415000,2890.0,98030
12087,375000,1900.0,98030
12089,410000,1550.0,98030
12101,484350,1320.0,98118
12105,875000,2640.0,98075
12106,920000,2650.0,98075
12110,350000,500.0,98118
12111,250000,940.0,98118
12112,620000,1220.0,98118
12113,427000,1030.0,98118
12115,765000,1710.0,98118
12116,765000,440.0,98118
12117,650000,1070.0,98118
12118,315000,860.0,98118
12120,668500,1240.0,98118
12127,765000,2020.0,98118
12130,815000,3000.0,98059
12138,700000,2250.0,98118
12139,623000,2050.0,98118
12144,505000,1740.0,98030
12145,355000,1240.0,98030
12149,418000,2320.0,98030
12152,490000,2380.0,98030
12155,325000,980.0,98030
12156,580000,1280.0,98133
12159,439500,1570.0,98022
12160,650000,3280.0,98022
12166,1139000,2780.0,98034
12170,469000,2120.0,98031
12171,950000,3090.0,98052
12175,544000,2170.0,98010
12176,544000,720.0,98010
12180,495000,772.0,98070
12187,920000,3214.0,98070
12190,1250000,1957.0,98070
12193,895000,2250.0,98070
12194,840000,3506.0,98070
12198,467500,1620.0,98198
12202,365000,1630.0,98198
12204,300000,1940.0,98198
12219,550000,1470.0,98038
12236,727000,2480.0,98038
12240,450000,1800.0,98038
12250,495000,2060.0,98168
12251,335000,1760.0,98168
12258,350000,1050.0,98168
12265,410000,1250.0,98168
12266,565000,1950.0,98168
12269,729000,3210.0,98168
12270,729000,3210.0,98168
12271,357000,1150.0,98059
12281,663750,2870.0,98045
12282,400000,2960.0,98045
12283,740000,2960.0,98045
12285,699000,3370.0,98045
12286,927600,3490.0,98045
12293,1209000,2810.0,98117
12295,1250000,2960.0,98117
12299,990000,2220.0,98117
12300,665000,1030.0,98117
12303,775000,850.0,98117
12306,665000,790.0,98117
12334,1185000,2360.0,98006
12337,2200000,2410.0,98006
12341,100000,760.0,98006
12344,1375000,2880.0,98006
12358,605000,3090.0,98024
12363,1100000,3410.0,98024
12373,1625000,4450.0,98053
12375,1598000,5430.0,98053
12388,969000,3570.0,98034
12392,750000,2120.0,98072
12400,435000,1720.0,98034
12405,649000,2170.0,98077
12406,610000,2150.0,98077
12407,795000,1120.0,98077
12409,1020000,3530.0,98077
12413,445000,1120.0,98019
12415,885000,2420.0,98019
12416,748000,2520.0,98019
12417,925000,3070.0,98019
12418,825000,2436.0,98019
12424,1100000,3720.0,98077
12425,660000,2380.0,98077
12426,1150000,3920.0,98072
12433,2548000,4750.0,98072
12435,400000,1010.0,98072
12436,10,1500.0,98072
12443,935000,3190.0,98056
12448,340000,1900.0,98022
12450,2250000,4180.0,98103
12455,673000,950.0,98117
12457,848888,1650.0,98117
12459,1100000,1380.0,98117
12461,875000,1710.0,98117
12463,1300000,2400.0,98117
12466,435000,1030.0,98117
12470,3250000,4820.0,98004
12474,2395000,3070.0,98004
12477,2265000,2790.0,98004
12487,499950,2440.0,98059
12490,840000,3080.0,98059
12498,510000,2560.0,98092
12505,478500,1830.0,98059
12521,450000,1540.0,98146
12524,425000,1450.0,98146
12534,718200,2460.0,98115
12537,950000,3590.0,98166
12538,1365000,4820.0,98166
12541,1165000,2290.0,98115
12542,301500,1000.0,98092
12544,300000,1000.0,98092
12545,360000,1420.0,98092
12546,350000,1200.0,98092
12549,427500,2370.0,98092
12554,278000,1650.0,98092
12555,382000,1450.0,98198
12557,330000,1400.0,98198
12567,400000,1540.0,98092
12568,949900,3340.0,98077
12569,1060000,3280.0,98077
12571,1062150,4322.0,98077
12572,507450,3058.0,98001
12574,1025000,2380.0,98006
12576,940000,2320.0,98006
12578,1650000,2770.0,98109
12581,550000,1540.0,98109
12583,1315000,2080.0,98109
12584,855000,2280.0,98109
12595,955000,2800.0,98033
12596,1298000,2440.0,98033
12597,922500,2320.0,98144
12598,382000,1470.0,98198
12600,421200,1940.0,98198
12603,375000,1130.0,98198
12626,1435000,2260.0,98109
12644,875000,1160.0,98118
12646,625000,1280.0,98118
12647,599950,1280.0,98118
12656,695000,1110.0,98118
12668,915000,2380.0,98074
12671,975000,2380.0,98074
12672,445000,600.0,98118
12678,650000,1460.0,98118
12681,608000,1300.0,98118
12686,935500,2080.0,98118
12694,850000,1500.0,98118
12695,899000,1800.0,98118
12702,545000,1030.0,98108
12705,485000,1000.0,98108
12706,630000,1610.0,98108
12707,490000,900.0,98108
12710,600000,860.0,98118
12712,1200000,2450.0,98122
12714,549950,1140.0,98118
12720,676000,2730.0,98108
12721,650000,2560.0,98108
12723,412000,680.0,98108
12724,610000,1840.0,98108
12725,735000,2370.0,98108
12732,690000,2560.0,98022
12733,620000,2600.0,98022
12734,725000,1320.0,98022
12737,740000,3940.0,98022
12739,525000,1860.0,98022
12740,550000,1700.0,98022
12748,565000,2360.0,98002
12751,340000,1690.0,98002
12756,400000,1350.0,98002
12761,359000,1320.0,98002
12764,627000,2770.0,98042
12766,710000,2190.0,98092
12771,425000,950.0,98146
12772,480000,1250.0,98146
12776,479900,930.0,98146
12779,520000,2240.0,98146
12783,300000,960.0,98146
12785,469000,1530.0,98146
12786,599000,2710.0,98146
12787,599950,2710.0,98146
12804,407000,2000.0,98198
12812,515000,2180.0,98031
12814,352000,1110.0,98031
12847,1300000,4100.0,98038
12859,814000,2390.0,98108
12860,449000,940.0,98108
12861,412000,940.0,98108
12862,700000,2140.0,98108
12865,730000,1830.0,98108
12870,815000,2430.0,98070
12872,415000,1430.0,98168
12878,396500,1170.0,98168
12880,394800,1520.0,98168
12884,485000,2030.0,98168
12889,640000,1190.0,98168
12890,500000,2920.0,98168
12892,499950,2700.0,98168
12894,550000,2910.0,98168
12896,400000,1890.0,98168
12897,400000,1380.0,98168
12908,415000,1490.0,98059
12909,525000,1620.0,98027
12912,1800000,3770.0,98045
12921,715000,2360.0,98024
12928,1100000,1970.0,98033
12933,1482000,3360.0,98033
12939,723000,1250.0,98033
12940,723000,810.0,98033
12943,1100000,2480.0,98033
12944,618000,1630.0,98033
12946,2187500,3480.0,98033
12949,1971000,2720.0,98033
12956,775000,1970.0,98053
12964,640000,1740.0,98126
12965,595000,1800.0,98126
12966,680000,2280.0,98126
12968,543000,1770.0,98126
12976,515000,1320.0,98011
12978,1650000,5850.0,98011
12979,915000,3465.0,98077
12981,470000,780.0,98077
12983,1100000,4560.0,98077
12985,695000,2170.0,98077
12988,769950,2240.0,98077
12990,750000,2310.0,98077
12991,987900,2460.0,98077
12996,725000,2410.0,98019
13002,1425000,2720.0,98005
13003,2450000,5360.0,98005
13004,1225000,3170.0,98005
13006,1511270,4420.0,98005
13008,1185000,2440.0,98005
13009,1729500,3220.0,98005
13011,1615000,2630.0,98005
13013,767500,2350.0,98034
13015,702000,1480.0,98034
13038,1850000,4240.0,98005
13044,1575000,2360.0,98119
13055,3950000,5110.0,98119
13056,1925000,2570.0,98119
13057,1800000,3470.0,98119
13078,1181299,4220.0,98059
13080,1350000,5250.0,98059
13084,440000,2641.0,98002
13085,645000,1680.0,98034
13089,930000,2720.0,98007
13096,900000,2100.0,98033
13097,875000,1780.0,98033
13100,1075000,2570.0,98033
13101,1075000,2570.0,98033
13102,1051000,2520.0,98033
13104,898000,4010.0,98011
13105,645000,2420.0,98011
13106,829000,2560.0,98011
13108,810000,2540.0,98011
13115,3085000,1560.0,98074
13117,3000000,3590.0,98074
13120,480000,2620.0,98055
13122,575000,3080.0,98055
13123,586000,2450.0,98055
13124,515000,2780.0,98055
13150,278000,1510.0,98003
13151,399995,1780.0,98003
13152,328500,1190.0,98003
13157,400000,1810.0,98133
13206,710000,1620.0,98033
13207,850000,1730.0,98033
13210,800000,3200.0,98059
13211,780000,2570.0,98059
13216,812000,2050.0,98116
13218,400000,2047.0,98198
13220,555000,2170.0,98198
13223,470000,2000.0,98198
13225,490000,2620.0,98198
13228,599000,1580.0,98108
13229,586000,1860.0,98108
13231,728000,2120.0,98133
13232,515000,1260.0,98133
13236,880000,2020.0,98033
13237,1160000,2470.0,98033
13238,1160000,2470.0,98033
13247,380000,950.0,98168
13249,499000,1800.0,98168
13250,565000,3370.0,98168
13251,415000,1210.0,98168
13254,497500,2190.0,98148
13277,445000,2110.0,98031
13278,435000,2050.0,98031
13280,445000,2050.0,98031
13281,335000,1000.0,98031
13288,1675000,3080.0,98033
13292,590000,2490.0,98028
13331,582000,2280.0,98146
13332,789800,2180.0,98146
13335,1025000,3030.0,98146
13336,526500,1180.0,98146
13338,415000,1140.0,98146
13339,635000,1820.0,98146
13342,880000,2650.0,98072
13343,581500,1290.0,98072
13344,570000,1990.0,98072
13350,538950,1160.0,98077
13351,545000,1160.0,98077
13352,515000,1160.0,98077
13353,537500,1400.0,98077
13354,480000,1160.0,98077
13355,450000,1390.0,98077
13356,545000,1500.0,98077
13357,387500,1470.0,98077
13358,445000,1220.0,98077
13361,510000,1300.0,98077
13363,500000,1250.0,98077
13364,225000,960.0,98106
13367,569000,1410.0,98106
13370,399000,1090.0,98106
13373,680000,950.0,98106
13374,425000,550.0,98106
13375,925000,2410.0,98106
13376,490000,1410.0,98106
13379,728000,1950.0,98106
13380,715000,1950.0,98106
13381,729000,1950.0,98106
13383,331000,820.0,98106
13398,599900,1630.0,98106
13399,619000,1630.0,98106
13400,645000,1710.0,98106
13401,470000,1200.0,98106
13414,145000,480.0,98106
13415,510000,910.0,98106
13416,339000,770.0,98106
13420,384000,1220.0,98106
13422,555800,1550.0,98106
13436,682750,1460.0,98106
13439,575000,1510.0,98106
13441,665000,1890.0,98072
13442,579950,1170.0,98072
13445,555000,2930.0,98077
13446,739500,2220.0,98077
13450,980000,3580.0,98077
13452,850000,2460.0,98077
13453,915000,4061.0,98077
13456,885000,2160.0,98077
13457,590000,1180.0,98077
13462,600000,1160.0,98072
13463,600000,1580.0,98072
13466,940000,3140.0,98072
13468,610000,1990.0,98072
13471,520000,1300.0,98072
13472,511500,1150.0,98072
13473,759800,2660.0,98072
13474,640000,2140.0,98072
13478,475000,960.0,98072
13482,674950,1930.0,98072
13483,740000,2420.0,98072
13486,505000,940.0,98072
13488,600000,2010.0,98072
13490,650000,1690.0,98072
13491,649000,1570.0,98072
13492,540000,2600.0,98188
13502,645880,1860.0,98045
13504,625880,1780.0,98045
13508,644500,1780.0,98045
13510,631500,1900.0,98045
13511,655101,1840.0,98045
13514,644542,1670.0,98045
13515,635880,1670.0,98045
13518,620880,1850.0,98045
13520,631880,1850.0,98045
13521,641938,1670.0,98045
13522,620880,1850.0,98045
13524,633768,1670.0,98045
13525,630458,1850.0,98045
13544,875000,2250.0,98006
13545,860000,2750.0,98006
13549,910000,2830.0,98006
13550,850000,2360.0,98006
13551,860000,2230.0,98006
13555,1225000,3520.0,98006
13556,1600000,5680.0,98006
13558,1070000,2430.0,98006
13559,980000,2290.0,98006
13563,905000,2440.0,98112
13565,903000,1370.0,98112
13569,460000,720.0,98126
13575,530000,1820.0,98126
13576,425000,1150.0,98126
13579,574950,830.0,98126
13580,755000,2030.0,98126
13584,500000,880.0,98126
13586,665000,1240.0,98074
13587,860000,2170.0,98074
13588,739000,2140.0,98074
13591,716000,2120.0,98133
13597,585000,1410.0,98133
13599,585000,2590.0,98038
13602,544500,2770.0,98042
13603,562500,2770.0,98042
13606,559950,2490.0,98042
13608,575000,2320.0,98042
13610,686000,4020.0,98042
13620,557000,2800.0,98092
13623,865000,2360.0,98053
13626,522500,1560.0,98125
13628,400000,940.0,98125
13632,530000,1020.0,98125
13633,355000,1340.0,98023
13634,300000,820.0,98023
13639,200000,1440.0,98023
13641,324900,940.0,98023
13642,329000,1180.0,98023
13643,260000,840.0,98023
13645,279000,810.0,98023
13646,315000,840.0,98023
13648,280000,1130.0,98023
13650,290000,1200.0,98023
13653,369950,1460.0,98023
13656,186500,840.0,98023
13659,370000,1100.0,98055
13665,390000,1610.0,98034
13672,520000,2290.0,98031
13675,575000,3240.0,98023
13678,268000,1940.0,98042
13703,2325000,3520.0,98119
13705,1432500,4050.0,98119
13707,1815000,2920.0,98119
13709,1230000,630.0,98119
13710,1230000,2070.0,98119
13714,290000,1070.0,98042
13715,387000,2160.0,98042
13716,815000,4030.0,98108
13721,1600000,5370.0,98198
13726,775000,1970.0,98052
13728,865000,2490.0,98052
13730,875000,2390.0,98052
13731,800000,2300.0,98052
13732,829950,2130.0,98052
13756,575000,2590.0,98092
13757,585000,2280.0,98092
13758,603000,2060.0,98092
13759,370000,1650.0,98042
13763,325000,1530.0,98042
13772,450000,2210.0,98042
13779,385000,1530.0,98042
13780,315000,1390.0,98042
13782,389600,1440.0,98042
13784,360000,1730.0,98042
13787,437000,2030.0,98042
13788,414000,1660.0,98042
13790,368000,1540.0,98042
13791,377500,1490.0,98042
13792,359950,1180.0,98042
13795,420000,1640.0,98042
13796,383000,1560.0,98042
13799,374900,1490.0,98042
13805,380000,1670.0,98042
13807,374888,1290.0,98042
13808,267750,1290.0,98042
13810,400000,1290.0,98042
13811,413000,1660.0,98042
13814,311000,1100.0,98042
13815,390000,2170.0,98042
13817,398000,1670.0,98042
13823,385000,1090.0,98042
13824,320000,960.0,98042
13828,452000,1770.0,98042
13829,435000,1770.0,98042
13831,905000,1810.0,98115
13832,1205000,3260.0,98115
13834,867000,2770.0,98115
13835,860000,1800.0,98115
13851,933000,1680.0,98105
13852,1200000,2670.0,98105
13858,809500,1050.0,98115
13862,5800000,5540.0,98004
13864,3900000,5300.0,98004
13867,860000,690.0,98112
13873,800000,1250.0,98033
13874,275000,1240.0,98168
13879,985000,2580.0,98103
13881,427000,1010.0,98103
13886,475000,770.0,98103
13889,1110150,3120.0,98116
13890,733000,1090.0,98107
13891,885000,1240.0,98107
13902,647000,3910.0,98022
13909,355000,1540.0,98002
13915,421000,2100.0,98002
13917,450000,2440.0,98002
13921,405000,1480.0,98002
13931,650000,2350.0,98070
13936,540000,1310.0,98070
13949,419500,1320.0,98031
13950,453330,1600.0,98031
