,SalePrice,SqFtTotLiving,ZipCode
29990,540000,2220.0,98118
29995,1257800,3510.0,98053
30009,612500,1700.0,98144
30012,490000,1440.0,98133
30024,590000,1480.0,98028
30026,799950,2310.0,98028
30027,605000,1740.0,98028
30028,584000,1400.0,98028
30030,570000,1560.0,98028
30031,632000,1710.0,98028
30043,619950,1910.0,98028
30044,860000,2930.0,98028
30045,635350,2100.0,98028
30071,1120000,1840.0,98177
30072,425000,1540.0,98038
30074,455000,1720.0,98038
30075,374500,1520.0,98003
30088,625000,2440.0,98059
30090,537000,1260.0,98059
30091,550000,2160.0,98059
30094,1750000,4240.0,98059
30097,502000,1770.0,98059
30103,730000,1190.0,98112
30110,397500,2400.0,98092
30111,395000,1760.0,98092
30114,360000,1880.0,98092
30117,606000,1820.0,98155
30118,485000,1360.0,98155
30119,432000,1400.0,98155
30121,399950,1400.0,98031
30122,425000,1430.0,98031
30124,355560,1400.0,98031
30134,575000,3280.0,98003
30136,340000,2980.0,98003
30141,460000,2720.0,98003
30142,265000,1650.0,98003
30143,500000,810.0,98108
30145,590000,1250.0,98108
30149,710000,2320.0,98108
30150,923000,2550.0,98144
30151,820000,1540.0,98144
30153,835000,2070.0,98144
30157,690000,1260.0,98144
30159,625359,1590.0,98144
30167,615000,1260.0,98108
30169,567000,920.0,98108
30172,450000,1310.0,98108
30176,660000,2660.0,98108
30177,735000,2340.0,98108
30192,645000,1430.0,98115
30194,778000,930.0,98117
30196,720000,1570.0,98117
30197,1500000,3640.0,98117
30198,1890000,1950.0,98117
30199,775000,1740.0,98117
30201,705000,1050.0,98117
30205,780000,1960.0,98117
30220,625000,690.0,98117
30221,725000,1360.0,98033
30222,459950,2710.0,98022
30229,399900,2080.0,98042
30236,405000,1160.0,98133
30238,465000,1410.0,98133
30239,649888,1230.0,98133
30243,460000,1800.0,98058
30244,499000,2100.0,98058
30245,490000,1932.0,98058
30246,649000,1290.0,98034
30249,390000,2240.0,98001
30250,435000,2014.0,98001
30253,315000,1410.0,98022
30256,1298000,3090.0,98102
30259,815000,940.0,98118
30262,520000,720.0,98118
30263,895000,2040.0,98118
30264,769000,1670.0,98118
30265,1100000,2960.0,98118
30269,485000,840.0,98144
30272,724000,1370.0,98117
30273,824500,1660.0,98117
30275,1400206,3360.0,98117
30277,650000,2060.0,98065
30280,578500,2280.0,98065
30282,435000,1980.0,98042
30283,555000,1590.0,98108
30287,485000,890.0,98045
30288,485000,880.0,98045
30294,865000,1270.0,98115
30302,635000,1580.0,98155
30303,543000,1660.0,98155
30305,535000,1570.0,98155
30306,775000,340.0,98155
30307,775000,1610.0,98155
30308,675000,1140.0,98166
30314,680000,3220.0,98146
30316,488888,2350.0,98146
30317,499950,2010.0,98146
30318,327000,690.0,98146
30324,586500,2140.0,98146
30333,750000,2210.0,98146
30336,394950,1230.0,98146
30343,339900,1830.0,98002
30345,289900,860.0,98031
30346,363500,1290.0,98031
30347,494950,2420.0,98031
30363,325000,1000.0,98001
30381,450000,1970.0,98001
30384,335000,1710.0,98001
30388,330000,1220.0,98001
30395,437000,1710.0,98001
30397,310950,1200.0,98001
30401,406000,1830.0,98001
30412,381500,1310.0,98001
30415,428400,1940.0,98001
30425,250000,820.0,98001
30430,280000,920.0,98001
30431,433500,2156.0,98001
30434,472500,2160.0,98001
30435,395000,2270.0,98001
30436,620000,2100.0,98001
30440,321500,1380.0,98001
30449,300000,1930.0,98001
30459,599950,1944.0,98001
30472,355000,2280.0,98001
30488,330000,1010.0,98001
30489,390000,1720.0,98001
30490,374000,1740.0,98001
30491,402500,1980.0,98001
30494,370000,1290.0,98001
30499,240000,870.0,98001
30527,234379,1550.0,98001
30579,518750,2628.0,98001
30585,434000,1770.0,98001
30597,350000,2060.0,98001
30606,259000,750.0,98001
30619,255000,1040.0,98001
30640,1326000,2020.0,98033
30641,1275000,2780.0,98033
30643,1298000,3250.0,98034
30644,980000,2696.0,98034
30649,1110000,1740.0,98034
30674,675000,2030.0,98034
30677,780000,1710.0,98034
30678,775000,1760.0,98034
30679,675000,2290.0,98034
30680,642000,2190.0,98034
30682,641500,1830.0,98034
30688,799000,1920.0,98034
30691,775000,1720.0,98033
30693,1080000,2730.0,98033
30696,825000,2560.0,98033
30704,777888,2420.0,98034
30705,700000,880.0,98034
30707,640000,1450.0,98034
30708,845000,2230.0,98034
30710,750000,1250.0,98034
30711,870000,1760.0,98034
30712,1150000,3220.0,98033
30720,730000,1470.0,98033
30722,1450000,3560.0,98034
30723,3300000,3000.0,98034
30724,1610000,2410.0,98034
30725,2700000,3430.0,98034
30726,3125000,3500.0,98034
30728,1120000,4600.0,98034
30731,1499000,4240.0,98034
30740,2988000,2500.0,98034
30744,2838600,2420.0,98034
30749,1450000,3730.0,98034
30750,892000,1850.0,98034
30757,810000,2480.0,98034
30758,708100,2030.0,98034
30764,850000,2700.0,98034
30765,670000,1330.0,98034
30766,740000,2030.0,98034
30767,735000,2060.0,98034
30768,1282000,2730.0,98033
30769,738888,1500.0,98033
30775,650000,1310.0,98034
30777,530000,1250.0,98034
30779,595000,1470.0,98034
30780,515500,1010.0,98034
30785,460000,1010.0,98011
30788,400000,1630.0,98011
30789,590000,2410.0,98188
30790,500000,2410.0,98188
30797,410000,1130.0,98155
30799,515000,1500.0,98019
30800,569950,1650.0,98019
30802,540000,1640.0,98019
30806,538000,2200.0,98155
30810,595000,2360.0,98019
30811,584900,2090.0,98019
30812,539950,1790.0,98019
30816,860000,2100.0,98034
30817,698000,1770.0,98034
30819,826000,1940.0,98034
30820,625000,1220.0,98034
30823,560000,1850.0,98155
30826,599999,3300.0,98031
30827,582000,3310.0,98031
30828,588000,3210.0,98031
30831,618000,3680.0,98031
30833,580000,1550.0,98125
30834,595000,2320.0,98177
30837,649000,2390.0,98019
30838,590000,1920.0,98019
30839,560000,1800.0,98019
30842,455000,1890.0,98038
30843,448000,1890.0,98038
30845,445000,1670.0,98038
30846,484000,1890.0,98038
30847,440000,1670.0,98038
30850,550000,2750.0,98038
30852,477000,1890.0,98038
30862,566500,2180.0,98059
30863,435000,900.0,98146
30866,705000,1400.0,98144
30867,749950,1420.0,98144
30870,685000,1320.0,98144
30871,750000,1350.0,98144
30874,915000,2110.0,98144
30885,845000,2020.0,98103
30886,685000,1760.0,98103
30895,888000,1870.0,98103
30896,767000,1250.0,98103
30897,739950,1430.0,98103
30905,545000,770.0,98103
30908,525000,2500.0,98022
30912,385000,1520.0,98022
30913,355000,1970.0,98022
30915,432950,2350.0,98022
30917,449800,2440.0,98022
30918,435000,2080.0,98022
30919,348000,2000.0,98022
30920,555000,2500.0,98011
30921,759000,2520.0,98011
30922,825000,2950.0,98155
30939,446500,2680.0,98002
30941,375000,1530.0,98002
30944,799950,2260.0,98177
30945,500000,2260.0,98177
30946,425000,1150.0,98045
30949,682000,2632.0,98178
30952,420000,1270.0,98178
30953,540000,2500.0,98178
30957,590000,2470.0,98178
30971,590000,2280.0,98118
30974,545200,2050.0,98118
30975,1250000,2880.0,98118
30980,570000,1870.0,98118
30983,495000,1090.0,98118
30985,560000,1440.0,98118
30997,1095000,2650.0,98075
31000,1240000,3520.0,98075
31004,1149000,3650.0,98075
31005,490000,2790.0,98030
31006,430000,1800.0,98030
31007,434995,1450.0,98030
31009,465000,2080.0,98030
31010,445000,1820.0,98030
31011,435000,1880.0,98030
31019,400000,1740.0,98092
31030,535500,2425.0,98092
31031,535500,2425.0,98092
31032,532750,2458.0,98092
31034,648500,1630.0,98028
31036,640000,2340.0,98028
31037,605000,2440.0,98028
31039,680000,2270.0,98028
31042,965000,4140.0,98028
31043,650000,1680.0,98028
31050,665000,2270.0,98028
31053,599000,2120.0,98028
31056,550000,1320.0,98028
31063,730000,1980.0,98028
31064,690000,2470.0,98028
31067,675000,2580.0,98028
31072,550000,1820.0,98019
31075,385100,1060.0,98058
31077,522500,2396.0,98058
31079,704500,1150.0,98115
31082,580000,1170.0,98125
31084,520000,1180.0,98125
31086,590000,2320.0,98125
31087,605000,1620.0,98125
31088,605000,1620.0,98125
31090,515000,920.0,98125
31094,500000,1390.0,98125
31096,510000,1430.0,98056
31098,965000,3700.0,98028
31099,3000,1670.0,98028
31100,610000,2260.0,98028
31101,599000,2460.0,98028
31102,600000,3240.0,98028
31105,745000,2350.0,98028
31106,715000,2210.0,98028
31112,765000,2660.0,98011
31113,690000,1800.0,98011
31114,405000,1740.0,98168
31115,459950,1640.0,98168
31116,215000,1030.0,98168
31117,430000,1150.0,98168
31118,368200,1440.0,98168
31125,255000,660.0,98168
31128,480000,2770.0,98168
31131,449950,1890.0,98030
31133,439999,2160.0,98030
31144,261000,710.0,98032
31145,230000,890.0,98032
31154,349900,1200.0,98030
31155,336000,1200.0,98030
31156,369999,1200.0,98030
31159,439000,1680.0,98030
31162,404000,1520.0,98030
31164,435000,1890.0,98030
31165,440000,1880.0,98030
31170,412500,1340.0,98030
31171,390000,1330.0,98030
31172,400000,1570.0,98030
31173,415000,1430.0,98030
31177,514000,2130.0,98042
31195,325000,1950.0,98031
31198,427500,1770.0,98031
31223,428500,2230.0,98042
31224,480000,3130.0,98042
31226,390000,2070.0,98042
31227,430000,2350.0,98042
31228,384000,1880.0,98042
31229,430000,2540.0,98042
31231,464500,3130.0,98042
31232,448500,2350.0,98042
31233,415000,2180.0,98042
31234,419950,2270.0,98042
31235,390000,1940.0,98042
31237,425000,2140.0,98042
31238,390000,1540.0,98042
31239,388000,2000.0,98042
31242,379000,1780.0,98042
31243,386500,1630.0,98042
31263,389000,1460.0,98031
31265,380000,1200.0,98032
31267,431000,2250.0,98032
31269,462000,2000.0,98032
31270,450000,1770.0,98032
31272,360000,1330.0,98032
31274,153669,1540.0,98032
31277,390000,2214.0,98032
31281,450000,2380.0,98032
31285,450000,2740.0,98032
31286,386650,1490.0,98032
31292,502000,2220.0,98032
31293,460000,2250.0,98032
31297,242000,1560.0,98032
31299,415000,1340.0,98032
31301,665000,1650.0,98125
31302,590000,1320.0,98125
31304,660000,1560.0,98125
31307,770000,2100.0,98125
31325,545000,1700.0,98125
31338,4470000,3370.0,98039
31343,572000,1940.0,98028
31349,600000,2260.0,98118
31351,500000,1330.0,98118
31353,850000,2180.0,98034
31358,694000,2400.0,98034
31377,400000,1480.0,98146
31380,433000,1900.0,98188
31425,1150000,3150.0,98033
31427,965000,2020.0,98115
31428,1079000,3150.0,98105
31433,790000,1740.0,98103
31437,850000,920.0,98105
31438,895000,990.0,98105
31442,665000,930.0,98105
31443,664000,1370.0,98105
31447,685000,880.0,98105
31448,750000,1300.0,98105
31449,955000,2440.0,98103
31450,980000,1760.0,98103
31451,650000,860.0,98103
31457,876000,1270.0,98105
31459,1200000,2610.0,98105
31460,985000,1950.0,98105
31465,625000,880.0,98105
31472,1940000,3000.0,98004
31473,1620000,3430.0,98004
31475,1553000,1800.0,98004
31476,3526000,5780.0,98004
31477,1510000,1460.0,98004
31479,1100000,1820.0,98004
31482,1270000,2020.0,98004
31483,1500000,2100.0,98004
31484,1690000,3400.0,98004
31485,374000,1660.0,98003
31486,433000,1790.0,98003
31488,358500,1250.0,98003
31489,430750,1790.0,98003
31490,390000,1360.0,98003
31491,408000,1700.0,98003
31492,374000,1460.0,98003
31497,363000,1330.0,98003
31498,375000,1500.0,98003
31499,381500,1600.0,98003
31501,407000,1580.0,98003
31502,675000,1930.0,98155
31527,375000,1520.0,98042
31529,280900,1520.0,98042
31530,1495000,2800.0,98116
31543,620000,1690.0,98136
31550,675000,1590.0,98136
31551,455000,1030.0,98136
31558,430000,2040.0,98001
31559,315000,1920.0,98001
31561,336000,1452.0,98001
31562,381000,1640.0,98001
31564,920000,3180.0,98126
31572,735000,2060.0,98034
31573,480000,2130.0,98034
31574,440000,1950.0,98034
31581,765000,1810.0,98034
31582,725000,2450.0,98034
31584,718600,1560.0,98034
31586,660000,1800.0,98034
31587,715000,2600.0,98034
31595,660000,2000.0,98034
31596,679000,2920.0,98034
31597,668000,2480.0,98034
31599,685000,2150.0,98034
31603,835000,2770.0,98034
31604,620000,1750.0,98034
31606,610000,1740.0,98034
31607,700000,2810.0,98034
31608,819000,3380.0,98034
31610,875000,3220.0,98034
31612,685000,1990.0,98034
31614,650000,1300.0,98034
31615,730000,1920.0,98034
31616,750000,1810.0,98034
31617,912500,3190.0,98034
31619,835000,2090.0,98034
31622,640000,1690.0,98034
31623,700000,1720.0,98034
31624,760000,3700.0,98034
31627,816000,2020.0,98034
31630,700000,1870.0,98072
31631,575000,2160.0,98072
31632,699000,2100.0,98072
31633,705000,2230.0,98072
31634,730000,2460.0,98072
31636,685000,1850.0,98072
31637,685000,1850.0,98072
31673,695000,2330.0,98072
31675,423000,1600.0,98001
31676,337000,1020.0,98001
31678,411000,1930.0,98003
31680,355000,1170.0,98003
31683,429900,1870.0,98003
31686,400000,1870.0,98003
31687,485000,2430.0,98042
31689,525000,3140.0,98092
31690,525000,3140.0,98092
31692,520000,3010.0,98092
31693,498000,3140.0,98092
31696,520000,3010.0,98092
31704,377500,1370.0,98001
31705,425000,1840.0,98030
31709,395000,1660.0,98030
31711,412000,1840.0,98030
31718,627000,1270.0,98072
31721,549950,900.0,98072
31724,519900,1370.0,98072
31732,589950,2337.0,98055
31735,593000,2337.0,98058
31745,475000,1650.0,98178
31757,2400000,4400.0,98119
31758,2400000,4400.0,98119
31759,5200000,4870.0,98119
31763,1000000,1630.0,98119
31764,1500000,2600.0,98119
31765,4400000,6350.0,98119
31767,1000000,2140.0,98119
31770,5675000,4710.0,98119
31772,2975000,3280.0,98119
31773,2700000,4940.0,98119
31778,875000,1830.0,98144
31780,915000,2330.0,98052
31785,410000,1610.0,98031
31787,420000,1860.0,98031
31790,3156000,4310.0,98033
31793,2067500,2530.0,98033
31799,1295000,1420.0,98033
31807,2900000,3390.0,98033
31809,1750000,1700.0,98033
31811,1389000,2340.0,98033
31812,1250000,2160.0,98033
31814,1062500,1340.0,98033
31822,2625000,4190.0,98033
31824,1958000,3470.0,98033
31827,1438000,2000.0,98033
31832,855000,3833.0,98033
31835,858000,800.0,98033
31837,1150000,1640.0,98033
31838,850000,1640.0,98033
31841,900000,940.0,98033
31842,2270000,3930.0,98033
31843,2100000,3710.0,98033
31844,1383000,2220.0,98033
31846,1420000,2290.0,98033
31850,1150000,1780.0,98033
31851,1952500,3610.0,98033
31854,1349950,1970.0,98033
31857,1280000,2210.0,98033
31858,1950000,3310.0,98033
31859,1170000,1890.0,98033
31860,1405450,2140.0,98033
31862,2075000,4520.0,98033
31870,1717000,2580.0,98033
31876,130197,2260.0,98033
31885,1495000,3180.0,98033
31887,980000,2060.0,98033
31888,1980000,3730.0,98033
31900,700000,1150.0,98033
31901,785000,1510.0,98033
31916,1340000,3570.0,98007
31917,1085000,2650.0,98007
31930,1335000,3210.0,98033
31933,1735000,3470.0,98033
31973,766950,1760.0,98033
31974,720000,2590.0,98033
32004,737500,1520.0,98033
32019,1030000,2570.0,98033
32026,1045000,3310.0,98034
32041,815000,1990.0,98118
32042,489000,1500.0,98118
32045,320000,1010.0,98118
32046,499000,1420.0,98118
32055,695000,1600.0,98029
32056,820000,2420.0,98029
32057,785000,2090.0,98029
32058,760000,1970.0,98029
32060,729000,1760.0,98029
32061,730000,1760.0,98029
32063,815000,2180.0,98029
32064,694800,1470.0,98029
32068,840000,2900.0,98029
32069,861000,2300.0,98029
32071,740000,1880.0,98029
32076,940000,2910.0,98029
32077,960000,2840.0,98029
32078,990000,4120.0,98029
32079,640000,1850.0,98029
32080,870000,2140.0,98029
32085,755000,1980.0,98029
32087,730000,1990.0,98029
32088,745000,2040.0,98029
32090,899000,2450.0,98029
32093,860000,2290.0,98029
32094,850000,1920.0,98029
32095,850000,1970.0,98029
32098,850000,2220.0,98029
32100,770000,2050.0,98029
32101,845000,2230.0,98029
32103,699000,1910.0,98029
32106,815000,2300.0,98029
32110,730000,2050.0,98029
32111,732500,2170.0,98029
32118,785000,1840.0,98029
32119,835000,1950.0,98029
32120,805000,2030.0,98029
32123,849950,2200.0,98029
32124,835000,2150.0,98029
32125,752000,2250.0,98029
32126,775000,2060.0,98029
32128,745000,1910.0,98029
32129,800000,2050.0,98029
32130,825000,2050.0,98029
32131,800000,2280.0,98029
32133,760000,1980.0,98029
32136,830000,1990.0,98029
32139,800000,2170.0,98029
32140,935000,2780.0,98029
32141,760000,1880.0,98029
32142,780000,1860.0,98029
32143,775000,1860.0,98029
32145,716000,1780.0,98029
32148,800000,1940.0,98029
32149,770000,1970.0,98029
32150,799000,1940.0,98029
32151,830000,1990.0,98029
32159,825000,1500.0,98115
32162,560000,3896.0,98001
32163,650000,5673.0,98001
32164,160000,870.0,98001
32170,334500,1522.0,98001
32182,568000,1670.0,98133
32183,732000,1970.0,98177
32184,752000,2060.0,98177
32195,331000,1460.0,98002
32196,345000,1260.0,98002
32198,280000,1280.0,98002
32212,400000,2060.0,98188
32213,867250,3580.0,98024
32214,749950,2150.0,98024
32215,1250000,1440.0,98103
32216,1275000,2770.0,98103
32217,1275000,2390.0,98103
32236,825000,1570.0,98115
32240,990000,1680.0,98115
32245,530000,1380.0,98125
32247,980000,2160.0,98125
32248,465000,2710.0,98030
32249,690000,2380.0,98028
32250,282000,1260.0,98002
32251,672000,1680.0,98117
32252,713103,1400.0,98117
32286,695000,1050.0,98115
32289,490000,1300.0,98028
32290,595000,1810.0,98028
32292,530000,1850.0,98033
32295,678000,1600.0,98034
32296,676000,2670.0,98056
32298,575500,2670.0,98056
32299,600000,2770.0,98056
32301,605000,2490.0,98056
32303,739000,4250.0,98056
32312,810000,2670.0,98045
32315,646000,2310.0,98045
32316,770000,2500.0,98045
32328,1557551,4930.0,98075
32329,1375000,4030.0,98075
32330,1637500,3420.0,98199
32333,2250000,3930.0,98199
32335,499077,1250.0,98108
32336,435000,730.0,98108
32338,615000,890.0,98108
32339,690000,1980.0,98108
32341,711300,1460.0,98108
32343,625000,2990.0,98108
32345,660000,2470.0,98108
32349,840000,1650.0,98108
32353,425000,1940.0,98155
32354,732250,1940.0,98155
32356,650000,1450.0,98144
32357,475000,1310.0,98144
32360,370000,970.0,98178
32362,350000,1100.0,98178
32364,525000,1450.0,98155
32365,625000,1380.0,98155
32372,660000,2330.0,98155
32380,595000,1540.0,98155
32382,620000,1560.0,98155
32383,540000,1900.0,98155
32386,454950,1500.0,98155
32387,106653,1250.0,98155
32388,450000,1230.0,98155
32390,599000,2080.0,98155
32394,555000,1730.0,98155
32396,635000,2800.0,98155
32397,570000,1980.0,98155
32398,418000,770.0,98155
32400,518000,1570.0,98155
32401,520582,1670.0,98155
32403,540000,1150.0,98155
32410,520950,1620.0,98155
32413,1030000,3320.0,98155
32414,660000,1570.0,98155
32419,485000,1780.0,98155
32420,630000,2760.0,98155
32422,575000,1120.0,98155
32429,600000,1900.0,98155
32433,610000,1460.0,98155
32434,775000,1300.0,98103
32435,725000,1080.0,98103
32436,1395000,1990.0,98103
32439,699000,1490.0,98103
32444,371000,1200.0,98001
32446,417000,2350.0,98092
32447,324500,1440.0,98092
32449,374000,1300.0,98092
32451,305000,1010.0,98092
32452,385000,1570.0,98092
32454,353000,1460.0,98092
32455,1440000,2390.0,98105
32459,1187500,2770.0,98024
32460,1000000,3700.0,98024
32463,595000,2360.0,98042
32464,562500,2350.0,98042
32465,660000,3310.0,98042
32466,630000,2220.0,98042
32467,745000,3260.0,98042
32469,550000,3310.0,98042
32475,1315000,2660.0,98033
32476,1485000,3190.0,98033
32487,655000,1880.0,98155
32498,748000,920.0,98056
32512,924950,2530.0,98125
32514,480000,1400.0,98125
32515,770000,2910.0,98125
32518,545000,930.0,98125
32520,805000,2010.0,98125
32521,815000,2340.0,98125
32523,446000,890.0,98155
32526,490000,1650.0,98155
32527,535000,900.0,98155
32529,500000,920.0,98155
32530,415000,1200.0,98155
32532,590000,1950.0,98155
32538,461000,770.0,98155
32543,925000,2780.0,98008
32547,924950,1820.0,98008
32548,951000,2090.0,98008
32549,845000,1790.0,98008
32555,5400000,4695.0,98039
32556,2391830,3350.0,98039
32557,2225000,2550.0,98039
32564,580000,1760.0,98118
32566,460000,1060.0,98118
32574,475000,1760.0,98118
32582,598000,1810.0,98118
32586,624990,2380.0,98118
32588,300000,2580.0,98118
32593,455000,980.0,98118
32595,400000,760.0,98118
32596,580000,2280.0,98118
32597,660000,2390.0,98118
32598,500000,2080.0,98118
32601,500000,2200.0,98118
32603,385000,2420.0,98118
32607,737000,2490.0,98058
32616,680000,1680.0,98058
32619,330000,1130.0,98001
32621,340000,1590.0,98001
32622,460000,2540.0,98001
32625,358000,1540.0,98001
32626,383000,1660.0,98001
32627,217750,1210.0,98001
32635,260000,1420.0,98001
32637,435000,2200.0,98001
32640,385000,1560.0,98001
32645,369000,1950.0,98001
32648,365000,1930.0,98001
32653,606000,3360.0,98032
32654,545000,3280.0,98032
32655,730000,4653.0,98032
32656,460000,1850.0,98032
32657,2000000,4120.0,98040
32667,1150000,6060.0,98038
32668,660000,2620.0,98038
32669,682000,3030.0,98038
32670,682000,3030.0,98038
32671,785000,3050.0,98038
32681,638000,1870.0,98155
32685,615000,1510.0,98155
32691,527000,1390.0,98155
32695,1299000,3690.0,98155
32696,1355000,6490.0,98155
32703,850000,2430.0,98155
32706,762000,2380.0,98155
32707,719000,2410.0,98155
32708,719000,2410.0,98155
32710,757000,2144.0,98155
32713,660000,1850.0,98155
32716,725000,2940.0,98155
32727,1250000,4450.0,98155
32730,692500,2140.0,98155
32734,648000,1490.0,98155
32735,925000,3000.0,98155
32736,875000,2340.0,98155
32738,835000,3140.0,98155
32748,799900,2800.0,98155
32751,1100000,4410.0,98155
32753,525000,1540.0,98155
32756,925000,3810.0,98155
32757,888500,2260.0,98155
32760,665000,1780.0,98155
32765,650000,2100.0,98155
32767,631750,1240.0,98155
32768,765000,2530.0,98155
32769,675000,1780.0,98155
32770,544950,1490.0,98155
32771,855000,3300.0,98155
32774,615000,2880.0,98155
32779,755000,2580.0,98155
32787,500000,1000.0,98155
32790,658000,2360.0,98155
32796,515000,1240.0,98155
32800,875000,2650.0,98155
32803,455000,1460.0,98155
32804,630000,1620.0,98155
32805,620000,1750.0,98155
32808,385000,670.0,98155
32810,500000,1170.0,98155
32812,645050,1320.0,98155
32813,650000,1700.0,98155
32814,535000,1280.0,98155
32815,680000,2110.0,98155
32816,602700,620.0,98155
32817,602700,1230.0,98155
32820,839000,2460.0,98155
32825,849000,3270.0,98155
32826,869950,3460.0,98155
32828,639999,1830.0,98155
32830,627000,1390.0,98155
32833,730000,2220.0,98028
32834,769000,2760.0,98028
32836,710000,2610.0,98028
32837,1600,1190.0,98028
32840,579000,1510.0,98028
32841,639000,2050.0,98028
32842,575000,1590.0,98028
32843,680000,2400.0,98028
32844,677000,1880.0,98028
32845,630000,2100.0,98028
32847,410000,1490.0,98028
32849,225000,1700.0,98028
32851,574000,2260.0,98028
32852,664000,1710.0,98028
32853,630000,1370.0,98028
32854,852000,2750.0,98155
32856,675000,1940.0,98155
32863,600000,3120.0,98155
32872,2850000,3730.0,98155
32873,395000,1720.0,98042
32876,329600,920.0,98001
32878,443950,1790.0,98001
32890,350000,1850.0,98001
32891,679950,1640.0,98006
32893,980000,2640.0,98006
32897,1725000,4500.0,98006
32898,1110000,2980.0,98155
32899,853000,2840.0,98155
32901,649600,1120.0,98008
32904,890000,1550.0,98008
32908,820000,2090.0,98008
32910,290625,1600.0,98008
32911,675000,1400.0,98008
32912,1698000,3460.0,98008
32914,675000,1250.0,98008
32920,550000,990.0,98008
32921,730000,2080.0,98008
32923,746000,1880.0,98008
32924,732500,1720.0,98008
32927,780000,1800.0,98008
32930,750000,1290.0,98008
32931,865000,1650.0,98008
32932,915000,1800.0,98008
32936,750000,2080.0,98008
32939,690000,1250.0,98008
32941,808000,1830.0,98008
32943,550000,1650.0,98008
32949,760000,1750.0,98008
32950,700000,1790.0,98008
32951,746000,1310.0,98008
32958,1350000,4810.0,98008
32959,1720000,5300.0,98008
32961,850000,2450.0,98008
32962,845000,1990.0,98008
32979,838000,1820.0,98008
32980,1000000,3980.0,98008
32982,675000,1130.0,98008
32990,800000,1550.0,98008
32991,1025000,2630.0,98008
32992,713000,1750.0,98008
32995,750000,1740.0,98008
32998,975150,2060.0,98008
33000,705000,1350.0,98008
33003,775000,1850.0,98008
33007,800000,1750.0,98008
33012,800000,1850.0,98008
33014,878000,1530.0,98008
33016,945000,2760.0,98008
33017,775000,1500.0,98008
33019,880000,2680.0,98008
33026,1100000,1970.0,98008
33027,895000,2730.0,98008
33028,1203000,2710.0,98008
33032,830000,1960.0,98008
33038,770000,2020.0,98007
33039,815000,1440.0,98007
33040,689500,1200.0,98007
33043,685000,1160.0,98007
33045,840000,1740.0,98007
33047,738000,1530.0,98008
33049,735000,1590.0,98008
33050,679000,2100.0,98008
33052,1050000,3400.0,98008
33054,1003000,1880.0,98008
33056,1448000,3220.0,98008
33057,1300000,3010.0,98008
33059,1350000,3670.0,98008
33060,953600,2810.0,98008
33065,120000,1600.0,98007
33066,832500,2080.0,98007
33067,825000,2500.0,98007
33068,828000,1750.0,98007
33073,829950,1430.0,98007
33074,500000,1430.0,98007
33078,640000,1700.0,98007
33079,825000,1920.0,98007
33080,460000,1060.0,98008
33081,770000,1470.0,98008
33085,655000,2200.0,98008
33100,2879000,4690.0,98040
33101,2915000,4250.0,98040
33110,458000,670.0,98014
33111,665000,2000.0,98014
33113,799950,1920.0,98014
33114,525000,2500.0,98014
33120,449990,1780.0,98001
33122,400000,2080.0,98001
33123,400000,2520.0,98001
33124,499000,2717.0,98001
33125,410000,3390.0,98001
33130,882000,1830.0,98033
33133,705000,1660.0,98072
33135,730900,2550.0,98072
33136,1800000,4180.0,98072
33140,825000,2100.0,98072
33143,830000,2050.0,98008
33144,575000,1890.0,98014
33146,510000,1370.0,98014
33147,425000,1240.0,98014
33148,424900,1240.0,98014
33152,900000,1900.0,98014
33153,503500,1610.0,98014
33155,413000,840.0,98014
33157,865000,2320.0,98014
33158,580000,1880.0,98014
33160,545000,1760.0,98014
33161,575000,2040.0,98014
33163,655000,1210.0,98019
33168,470000,1460.0,98019
33173,885000,490.0,98059
33174,885000,1820.0,98059
33178,594000,2160.0,98059
33183,530000,2070.0,98042
33189,297500,1310.0,98042
33190,450000,1650.0,98042
33192,330000,1520.0,98042
33194,465000,1650.0,98042
33208,295000,970.0,98042
33209,300000,970.0,98042
33215,530000,3030.0,98042
33216,240000,450.0,98042
33217,719500,2160.0,98042
33219,415000,450.0,98042
33220,201000,2190.0,98042
33221,981700,3300.0,98042
33225,1050000,3870.0,98042
33226,849950,3050.0,98042
33228,820000,4090.0,98042
33232,499950,2210.0,98042
33233,405000,1270.0,98042
33234,775000,2650.0,98042
33235,461250,1840.0,98042
33236,1728000,4570.0,98077
33237,1100000,3040.0,98077
33238,1875000,4600.0,98077
33239,1443500,4290.0,98077
33240,2070000,5780.0,98077
33242,1350000,3520.0,98077
33244,1060000,3600.0,98077
33245,3230500,7860.0,98077
33247,2600000,7800.0,98077
33249,2250000,6240.0,98077
33250,2249000,6240.0,98077
33251,1855000,5020.0,98077
33252,1855000,5020.0,98077
33258,1160000,3980.0,98077
33259,895000,2730.0,98077
33260,930000,2620.0,98077
33261,1060000,3330.0,98077
33263,755000,1540.0,98034
33268,1440000,2560.0,98034
33274,1380000,3640.0,98034
33278,1005000,2480.0,98034
33281,1240000,4270.0,98034
33286,830000,2880.0,98034
33287,725000,2050.0,98034
33288,790000,1860.0,98034
33291,2600000,2340.0,98034
33302,630000,2700.0,98051
33303,600000,2690.0,98178
33305,510000,1770.0,98178
33306,720000,2020.0,98178
33307,690000,2950.0,98178
33308,620000,2400.0,98178
33310,790000,3400.0,98178
33311,610000,2140.0,98178
33312,537000,1160.0,98178
